# danRer7.unannotated.name	danRer7.unannotated.chrom	danRer7.unannotated.strand	danRer7.unannotated.txStart	danRer7.unannotated.txEnd	danRer7.unannotated.cdsStart	danRer7.unannotated.cdsEnd	danRer7.unannotated.exonCount	danRer7.unannotated.exonStarts	danRer7.unannotated.exonEnds	danRer7.unannotated.name2	danRer7.unannotated.product	danRer7.unannotated.mrnaAcc	danRer7.unannotated.protAcc
NM_201309-ann-6792-unann-121	chr13	+	11544741	11584183	11544741	11584183	12	11544741,11545111,11551579,11555864,11558405,11560986,11563478,11567773,11575974,11581508,11583930,11584093	11544893,11545246,11551716,11556007,11558491,11561059,11563635,11567876,11576109,11581647,11583999,11584183	sufu	suppressor of fused homolog	NM_201309-ann-6792-unann-121	NM_201309-ann-6792-unann-121
NM_001128534-ann-2326-unann-122	chr5	-	27913571	28137802	27913571	28137802	15	27913571,27919061,27922936,27925777,27928724,27930015,27933739,27967223,27974702,27979017,28000447,28013698,28031764,28049844,28137589	27913673,27919153,27923024,27925889,27928917,27930166,27933867,27967295,27974874,27979135,28000631,28014201,28032384,28050003,28137802	arvcfb	armadillo repeat protein	NM_001128534-ann-2326-unann-122	NM_001128534-ann-2326-unann-122
NM_200673-ann-2397-unann-123	chr5	-	63819039	63843774	63819039	63843774	6	63819039,63819469,63828301,63842364,63843437,63843672	63819226,63819593,63828374,63842558,63843549,63843774	zfpl1	zinc finger protein-like 1	NM_200673-ann-2397-unann-123	NM_200673-ann-2397-unann-123
NM_199784-ann-8596-unann-124	chr17	-	9816726	9827236	9816726	9827236	5	9816726,9820615,9822414,9825855,9827165	9817045,9820741,9822529,9826040,9827236	eapp	E2F-associated phosphoprotein	NM_199784-ann-8596-unann-124	NM_199784-ann-8596-unann-124
NM_001020485-ann-2712-unann-125	chr5	+	33859917	33871377	33859917	33871377	32	33859917,33860204,33861954,33862207,33862339,33862577,33862758,33862899,33863085,33863268,33863530,33863766,33863998,33864256,33864657,33864866,33865065,33865272,33865494,33865710,33866045,33866495,33869005,33869252,33869487,33869904,33870192,33870406,33870713,33870913,33871092,33871362	33860124,33860348,33862111,33862235,33862454,33862670,33862822,33862998,33863189,33863407,33863649,33863916,33864169,33864557,33864728,33864954,33865183,33865396,33865631,33865966,33866288,33866672,33869171,33869377,33869796,33870108,33870318,33870577,33870818,33871009,33871224,33871377	myhc4	myosin heavy chain 4	NM_001020485-ann-2712-unann-125	NM_001020485-ann-2712-unann-125
NM_001127334-ann-2421-unann-126	chr5	-	1751677	1806436	1751677	1806436	26	1751677,1752245,1755037,1757304,1757823,1759633,1760166,1763046,1764618,1765060,1770750,1770966,1773556,1773966,1775587,1779665,1779805,1781152,1783461,1783605,1783822,1786994,1787250,1787663,1798821,1806388	1751955,1752414,1755144,1757472,1757998,1759722,1760266,1763271,1764732,1765279,1770887,1771054,1773664,1774056,1775729,1779724,1779912,1781246,1783524,1783644,1783903,1787054,1787314,1787713,1798938,1806436	golga2	Golgin subfamily A member 2	NM_001127334-ann-2421-unann-126	NM_001127334-ann-2421-unann-126
NM_213316-ann-8558-unann-127	chr17	-	739046	755525	739046	755525	9	739046,741041,742645,747973,748525,749627,750613,754515,755405	739203,741171,742819,748114,748689,749884,750710,754586,755525	arhgap11a	rho GTPase-activating protein 11A isoform 2	NM_213316-ann-8558-unann-127	NM_213316-ann-8558-unann-127
NM_001193539-ann-8560-unann-128	chr17	-	735396	755525	735396	755525	11	735396,738154,739094,741041,742645,747973,748525,749627,750613,754515,755405	736592,738293,739203,741171,742819,748114,748689,749884,750710,754586,755525	arhgap11a	rho GTPase-activating protein 11A isoform 1	NM_001193539-ann-8560-unann-128	NM_001193539-ann-8560-unann-128
NM_001145600-ann-6613-unann-129	chr13	+	16571631	16934822	16571631	16934822	28	16571631,16671170,16751239,16781668,16781962,16806416,16808609,16809087,16815017,16831575,16831934,16846662,16849826,16850535,16858511,16860129,16867147,16867366,16891310,16901814,16904318,16904955,16914108,16920708,16924880,16925795,16927699,16934670	16571868,16671335,16751301,16781762,16782074,16806492,16808685,16809258,16815109,16831686,16832040,16846745,16849896,16850691,16858621,16860198,16867234,16867443,16891404,16901938,16904543,16905148,16914222,16920839,16925075,16925914,16927924,16934822	kcnma1a	calcium-activated potassium channel subunit	NM_001145600-ann-6613-unann-129	NM_001145600-ann-6613-unann-129
NM_001020761-ann-5091-unann-130	chr9	-	22858173	22858975	22858173	22858975	4	22858173,22858389,22858551,22858924	22858306,22858463,22858698,22858975	zgc:112089	39S ribosomal protein L30, mitochondrial	NM_001020761-ann-5091-unann-130	NM_001020761-ann-5091-unann-130
NM_199624-ann-3940-unann-131	chr7	-	27558180	27562254	27558180	27562254	3	27558180,27560375,27562191	27558608,27560454,27562254	her8a	hairy-related 8a	NM_199624-ann-3940-unann-131	NM_199624-ann-3940-unann-131
NM_213544-ann-8368-unann-132	chr16	+	41325293	41394844	41325293	41394844	10	41325293,41328812,41336224,41340696,41346858,41360996,41361253,41370913,41376581,41394757	41325333,41328926,41336289,41340782,41346916,41361082,41361313,41370995,41376686,41394844	ttc35	tetratricopeptide repeat protein 35	NM_213544-ann-8368-unann-132	NM_213544-ann-8368-unann-132
NM_200211-ann-3894-unann-133	chr7	+	23885885	23926650	23885885	23926650	16	23885885,23888316,23890782,23893650,23899050,23899645,23899831,23902359,23902632,23902873,23903233,23905991,23914993,23918635,23925907,23926539	23885936,23888369,23890876,23893722,23899199,23899739,23899948,23902530,23902711,23903031,23903320,23906211,23915173,23918839,23925999,23926650	fxr2	fragile X mental retardation syndrome-related protein 2	NM_200211-ann-3894-unann-133	NM_200211-ann-3894-unann-133
NM_001075108-ann-3439-unann-134	chr6	-	39133806	39149322	39133806	39149322	14	39133806,39135097,39139340,39139669,39140551,39141851,39141984,39144124,39145314,39146164,39146456,39146753,39148724,39149274	39133944,39135207,39139575,39139906,39140643,39141894,39142091,39144286,39145516,39146263,39146533,39146817,39148901,39149322	os9	protein OS-9	NM_001075108-ann-3439-unann-134	NM_001075108-ann-3439-unann-134
NM_001007440-ann-4233-unann-135	chr7	+	72167273	72183442	72167273	72183442	6	72167273,72175268,72175497,72176689,72180239,72183381	72167378,72175335,72175616,72176878,72180324,72183442	ctdnep1b	CTD nuclear envelope phosphatase 1B	NM_001007440-ann-4233-unann-135	NM_001007440-ann-4233-unann-135
NM_130986-ann-6825-unann-136	chr13	-	15912461	15940846	15912461	15940846	7	15912461,15916289,15919624,15919852,15923128,15936549,15940806	15913183,15916415,15919750,15920020,15923404,15936672,15940846	ikzf1	DNA-binding protein Ikaros	NM_130986-ann-6825-unann-136	NM_130986-ann-6825-unann-136
NM_001082958-ann-6551-unann-137	chr12	-	33755810	33758316	33755810	33758316	3	33755810,33757766,33758001	33755993,33757922,33758316	cox11	COX11 homolog, cytochrome c oxidase assembly	NM_001082958-ann-6551-unann-137	NM_001082958-ann-6551-unann-137
